Locality	VolumeClass	Comm	Area	TerrUnivStructGroup	ContractNumberofBAT	ContractNumberofJTI	ContractNumberofPMI	ContractNumberofNon	TmrName	LegalName	OutletName	TerrType	PlannedVisits	CompletedVisits	TotalAmount	NumberofCustomer	TotalAnnualVol	MTDSales	SalesMTDsply	YTDSales	SalesYTDsply	MTDSalesDSA	SalesMTDsplyDSA	YTDSalesDSA	SalesYTDsplyDSA	BenefitsMTD	BenefitsMTDSPLY	BenefitsYTD	BenefitsYTDSPLY	SalesEvolutionSPLM	Overdue	DelayDay	BatVolume	PaymentBehavior	Oos	OosCount	CompletedVisitsYTD	EfficientVisitsYTD	CompletedVisitsYTDSPLY	EfficientVisitsYTDSPLY	Invoices	InvoicesSply	VariableFeeYTD	RcfYTD	MeritBasicYTD	OthersYTD	BoosterYTD	TradeMarginYTD	VariableFeeSPLY	RcfSPLY	MeritBasicSPLY	OthersSPLY	BoosterSPLY	TradeMarginSPLY	CompliancyPercent	NonC	Checkno	CompliancyComm	CompliancyPlanogram	CompliancyPromotion	CompliancyVisibility	ContractStartDate	ContractEndDate	ContractType	Position	ContractValue	DayPassed	DayRemaining	ReportDate
NEGRESTI-OAS	4	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM NEGRESTI-OAS STR UNIRII G12	E			25710.91	1	2775	52.60	65.22	1200.06	1131.76	3.29	4.35	5.26	4.99	1384.51	3098.33	31537.35	51740.78	0.12	3011.45	1	1741	-0.03	0	56	90	84	91	85	86	90						31537.35						51740.78															22/11/2016
OCNA SUGATAG	6	Bat	A33	PROTECT	1	0	0	0	DANIEL GAVRILA PODINA	SOCIETATE COOPERATIVA DE CONSUM FEDERALCOOP BAIA MARE	ALIMENTARA OCNA SUGATAG	P	1	1	4434.30	1	635	17.10	20.82	440.16	150.84	1.07	1.39	1.93	0.66	442.36	953.21	11726.79	6783.09	0.03			468	0.31	0	24	46	40	47	46	40	55	0.00	0.00	0.00	24.00	352.80	11349.99	0.00	0.00	0.00	0.00	0.00	6783.09															22/11/2016
ORADEA	5	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM ORADEA ALUMINEI G35	E			15749.72	1	1055	28.56	26.60	392.96	436.90	1.79	1.77	1.72	1.92	732.10	1222.90	10045.91	19659.59	0.32	5172.13	1	588	-0.03	0	56	94	87	86	80	88	83						10045.91						19659.59															22/11/2016
ORADEA	5	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM ORADEA TRANSILVANIEI G37	E			15372.36	1	1175	23.40	25.62	419.00	473.12	1.46	1.71	1.84	2.08	729.16	1182.87	10670.55	21130.99	0.05	3441.90	2	655	-0.03	0	48	90	82	88	80	83	83						10670.55						21130.99															22/11/2016
ORADEA	6	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM ORADEA GRIGORE EROFTE G38	E			12599.65	1	845	19.66	21.62	341.70	356.92	1.23	1.44	1.50	1.57	693.90	999.83	8741.17	15953.33	-0.11	1057.26	2	504	-0.03	0	48	88	86	90	80	89	83						8741.17						15953.33															22/11/2016
ORADEA	6	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM ORADEA NUFARUL G39	E			15034.22	1	689	22.80	27.30	414.62	371.48	1.43	1.82	1.82	1.64	718.84	1288.18	10739.44	16861.57	-0.16	3822.34	2	380	-0.03	0	48	90	82	88	75	85	79						10739.44						16861.57															22/11/2016
ORADEA	6	Other	A45	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON METRO ORADEA	E			5055.48	1	656	10.50	9.30	143.50	160.60	0.66	0.62	0.63	0.71	273.41	428.03	3684.98	7176.88	-0.02	2716.10	1	406	-1.69	0	32	48	47	45	45	47	44						3684.98						7176.88															22/11/2016
PETROVA	6	Bat	A33	PROTECT	1	0	0	0	DANIEL GAVRILA PODINA	IVANIC ANA-NICOLETA IF	IVANIC ANA-NICOLETA	P	1	1	5913.53	1	977	27.60	29.00	450.58	406.92	1.73	1.93	1.98	1.79	972.23	1621.12	13047.50	20737.95	0.11			556	-0.03	0	24	44	43	47	45	43	47	0.00	0.00	0.00	96.00	1234.66	11716.84	0.00	0.00	0.00	0.00	2228.78	18509.17															22/11/2016
PETROVA	7	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM PETROVA G96	P	1	1	5616.36	1	320	7.44	12.40	197.62	145.54	0.47	0.83	0.87	0.64	292.14	563.29	5113.47	6561.69	-0.36	1228.83	2	230	-0.03	0	24	46	43	48	46	44	48						5113.47						6561.69															22/11/2016
PLOIESTI	6	Other	A17	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON METRO PLOIESTI	E			10957.28	1	830	29.40	18.80	309.22	321.20	1.84	1.25	1.36	1.41	763.94	864.10	7969.30	14433.41	0.35	6872.16	29	432	-1.69	0	32	46	46	62	44	46	44						7969.30						14433.41															22/11/2016
RADAUTI	6	Bat	A21	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM RADAUTI MIHAI VITEAZU G8	E			8046.28	1	629	12.80	9.26	170.38	222.34	0.80	0.62	0.75	0.98	343.91	433.77	4529.62	10144.78	0.10	3573.51	1	364	-0.03	0	32	48	47	45	43	48	46						4529.62						10144.78															22/11/2016
RESITA	6	Bat	A49	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM RESITA REPUBLICII 25 G64	E			13631.66	1	688	21.80	17.88	289.06	286.56	1.36	1.19	1.27	1.26	588.83	825.39	7261.40	12706.37	0.09	4382.36	2	360	-0.03	0	48	89	83	85	76	86	79						7261.40						12706.37															22/11/2016
RESITA	6	Bat	A49	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM RESITA REPUBLICII  2 G63	E			8161.35	1	579	13.20	19.38	247.74	269.20	0.82	1.29	1.09	1.19	416.60	880.22	6187.66	11940.38	0.22	442.33	2	296	-0.03	0	48	91	86	86	74	87	78						6187.66						11940.38															22/11/2016
SACUENI	6	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SACUENI LIBERTATII G82	E			14949.35	1	514	20.00	11.00	281.26	296.48	1.25	0.73	1.23	1.31	559.72	490.67	7006.86	13033.04	0.14	5370.35	2	339	-0.03	0	24	47	43	45	43	43	45						7006.86						13033.04															22/11/2016
SATULUNG	6	Bat	A32	IKA	0	0	0	0	DANIEL GAVRILA PODINA	LUKOIL ROMANIA SRL	LUKOIL HIDEAGA DN 1C KM 139	P	2	0	0.00	1	904	38.50	41.74	847.64	714.44	2.41	2.78	3.72	3.15								532	-1.45	0	24	46	46	47	47	48	49																											22/11/2016
SATU MARE-SATU MARE	4	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE PTA LIBERTATII G10 	E			23333.74	1	2075	44.00	39.72	779.86	842.42	2.75	2.65	3.42	3.71	1138.90	1839.76	20223.42	87376.17	0.08			1232	-0.03	0	48	87	84	91	88	86	87	0.00	0.00	0.00	0.00	0.00	20223.42	0.00	0.00	0.00	0.00	49524.36	37851.81															22/11/2016
SATU MARE-SATU MARE	5	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE PTA 17 G8	E			11864.00	1	1084	15.80	28.86	398.76	437.80	0.99	1.92	1.75	1.93	460.61	1328.94	10105.70	19558.54	-0.28	4620.83	2	632	-0.03	0	40	91	84	89	79	84	82						10105.70						19558.54															22/11/2016
SATU MARE-SATU MARE	5	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE STR GANEA G11	E			19997.30	1	1392	31.40	34.02	567.30	617.70	1.96	2.27	2.49	2.72	931.69	1567.95	14434.65	27562.75	-0.18	3418.60	2	858	-0.03	0	48	86	85	92	89	87	92						14434.65						27562.75															22/11/2016
SATU MARE-SATU MARE	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE BRANDUSA G6	E			9333.54	1	551	21.40	11.60	261.12	234.96	1.34	0.77	1.15	1.04	560.70	526.36	6755.52	10426.15	0.51	2294.76	1	363	-0.03	0	56	94	89	88	81	90	85						6755.52						10426.15															22/11/2016
SATU MARE-SATU MARE	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE PT SOMES G3	E			8336.32	1	729	18.40	23.24	299.66	295.78	1.15	1.55	1.31	1.30	457.12	1070.98	7507.24	13100.30	-0.09	2397.98	1	432	-0.03	0	56	93	81	87	80	82	84						7507.24						13100.30															22/11/2016
SATU MARE-SATU MARE	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE RAVENZBURG G7	E			9837.56	1	815	18.80	20.22	279.40	314.86	1.18	1.35	1.23	1.39	466.95	917.92	6902.77	13803.93	1.04	908.03	1	466	-0.03	0	56	93	84	87	83	86	87						6902.77						13803.93															22/11/2016
SATU MARE-SATU MARE	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SATU MARE WOLFENBUTTEL G9 	E			6075.00	1	761	12.80	10.00	264.52	327.14	0.80	0.67	1.16	1.44	329.12	464.54	6786.94	14669.26	-0.37			453	-0.03	0	40	88	85	87	83	85	86						6786.94						14669.26															22/11/2016
SEBIS	6	Bat	A46	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SEBIS G84	E			8656.49	1	594	16.20	9.78	204.62	204.48	1.01	0.65	0.90	0.90	415.28	483.74	5279.27	9339.86	0.21			341	-0.03	0	24	48	42	47	38	43	41						5279.27						9339.86															22/11/2016
SEINI	6	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	PROFI ROM FOOD SRL	PROFI 2051 SEINI UNIRII	P	1	0	0.00	1	624	27.10	14.88	398.46	337.96	1.69	0.99	1.75	1.49								374	2.10	0	32	48	48	46	38	52	48																											22/11/2016
SEINI	6	Other	A33	GROW	0	0	0	1	DANIEL GAVRILA PODINA	VAVIR ZETEA TRANS SRL	VAVIR ZETEA TRANS	P	1	0		1	767	57.68	70.44	1098.12	1108.14	3.61	4.70	4.82	4.88	1505.29	3343.97	29790.52	50779.23	0.15			445	0.38	0	32	46	46	48	47	70	49	0.00	0.00	0.00	0.00	1482.38	28308.14	0.00	0.00	0.00	0.00	983.32	49795.91															22/11/2016
SIBIU	6	Other	A44	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON METRO SIBIU	E			2545.03	1	655	18.10	14.90	250.78	261.40	1.13	0.99	1.10	1.15	459.65	686.40	6406.38	11736.07	0.50	0.30	299	338	-1.69	0	24	62	61	47	47	64	46						6406.38						11736.07															22/11/2016
SIGHETU MARMATIEI	4	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	OMV PETROM MARKETING SRL	PETROM SIGHETU MARMATIEI BOGDAN VODA 5141 R950	P	2	1	0.00	1	2407	70.52	75.80	1333.98	1358.74	4.41	5.05	5.85	5.99								1311	-1.04	0	24	47	47	47	47	51	51													100	0	1	0	0	0	0								22/11/2016
SIGHETU MARMATIEI	5	Bat	A33	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SIGHET BOGDAN VODA G16	P	2	1	29245.89	1	1568	54.80	38.88	869.78	969.24	3.43	2.59	3.81	4.27	1382.00	1786.51	21865.27	42909.64	0.20	5892.86	1	1134	-0.03	0	56	94	88	92	88	89	92						21865.27						42909.64															22/11/2016
SIGHETU MARMATIEI	5	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	LS TRAVEL RETAIL ROMANIA SRL	INMEDIO SIGHETU MARMATIEI KAUFLAND 237	P	2	1	0.00	1	1247	57.40	43.72	903.88	814.42	3.59	2.91	3.96	3.59								764	-0.26	0	24	85	85	67	67	90	72													100	0	1	0	0	0	0								22/11/2016
SIGHETU MARMATIEI	5	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	LUKOIL ROMANIA SRL	LUKOIL SIGHETU MARMATIEI 22 DECEMBRIE	P	2	1	0.00	1	1825	96.48	67.58	1314.32	1204.96	6.03	4.51	5.76	5.31								1111	-1.45	0	32	66	65	62	61	68	65													100	0	1	0	0	0	0								22/11/2016
SIGHETU MARMATIEI	5	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	OMV PETROM MARKETING SRL	PETROM 10 SIGHETU MARMATIEI BOGDAN VODA 1310101 R634	P	2	1	0.00	1	1593	62.46	63.90	1140.06	1147.40	3.90	4.26	5.00	5.05								1052	-1.04	0	24	47	47	47	47	51	51													100	0	5	0	0	0	0								22/11/2016
SIGHETU MARMATIEI	5	Other	A33	MUST WIN	0	1	0	0	DANIEL GAVRILA PODINA	DRALIV SRL	MAGAZIN ABC	P	2	1	13239.98	1	1351	51.80	60.80	925.26	908.34	3.24	4.05	4.06	4.00	1321.90	2839.67	25959.63	42789.53	-0.05	0.10	411	901	-0.32	0	24	48	47	56	56	48	57	0.00	0.00	0.00	120.00	2489.94	23349.69	0.00	0.00	0.00	0.00	2849.52	39940.01															22/11/2016
SIGHETU MARMATIEI	5	Other	A33	MUST WIN	0	1	0	0	DANIEL GAVRILA PODINA	LADOREL COM SRL	MAGAZIN LADOREL	P	2	1		1	1146																745		0	24	46	1	15	0																													22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	ARDICOM SRL	MAG 2	P	1	1	5333.18	1	550	18.34	19.16	294.20	284.20	1.15	1.28	1.29	1.25	737.70	1146.28	7921.42	13510.63	0.10			360	-0.48	0	24	55	55	46	46	57	47	0.00	0.00	360.00	0.00	0.00	7561.42	0.00	0.00	0.00	0.00	754.40	12756.23	100	0	3	0	0	0	0	01/10/2014	30/09/2018	Fee Fix	1st Position	7840	784	676	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	BALTA GELU-LIVIU II	BALTA	P	2	1	2542.70	1	540	10.36	11.22	212.04	21.22	0.65	0.75	0.93	0.09	321.31	503.14	6037.81	947.84	-0.11			340	-0.55	2	24	64	55	5	4	62	4	534.08	0.00	180.00	0.00	0.00	5323.73						947.84	100	0	5	0	0	0	0	01/07/2016	30/06/2020	Fee Variabil	1st Position	0	145	1315	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	BORNESCU SRL	BORNESCU SIGHE	P	2	1	3267.47	1	545	14.82	17.06	225.92	278.86	0.93	1.14	0.99	1.23	370.89	764.08	5686.37	12338.82	0.15			347	0.00	4	24	50	47	50	47	47	48	0.00	0.00	0.00	0.00	140.11	5546.26	0.00	0.00	0.00	0.00	261.64	12077.18	100	0	5	0	0	0	0	15/04/2013	14/04/2017	Fee Fix	1st Position	10000	1318	142	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	CHIS GRIGORITA II	CHIS	P	2	1	1965.07	1	524	8.70	14.20	153.98	222.60	0.54	0.95	0.68	0.98	217.82	753.82	4100.31	9867.10	0.03			342	0.56	0	24	43	42	44	44	56	44	130.01	0.00	120.00	0.00	0.00	3850.30	0.00	0.00	0.00	0.00	111.60	9755.50	100	0	4	0	0	0	0	01/09/2016	31/08/2020	Fee Variabil	1st Position	0	83	1377	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	CONBAR SRL	MAG VENUS	P	2	1	6145.62	1	675	24.88	19.40	374.76	390.80	1.56	1.29	1.64	1.72	631.58	883.16	15700.01	19671.61	0.12	0.02	474	556	0.12	6	48	91	91	90	89	92	90	5431.32	0.00	0.00	24.00	731.56	9513.13	0.00	1670.45	0.00	0.00	577.84	17423.32	100	0	5	0	0	0	0	01/02/2015	31/01/2018	Fee Variabil	1st Position	0	661	434	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	CORIGEE COM SRL	CORIGEE ABC	P	2	1	4367.54	1	524	15.74	20.58	276.48	309.54	0.98	1.37	1.21	1.36	397.17	1145.46	7224.47	14239.87	0.04			348	-0.31	3	56	95	94	63	61	94	63	0.00	0.00	0.00	0.00	277.04	6947.43	0.00	0.00	0.00	0.00	429.15	13810.72	100	0	5	0	0	0	0	01/08/2013	31/07/2017	Fee Fix	1st Position	4000	1210	250	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	DANCING SRL	MAGAZIN 2	P	2	1	3483.47	1	562	12.84	12.04	208.82	201.86	0.80	0.80	0.92	0.89	423.49	642.45	5488.52	9064.04	0.17			406	-0.10	0	24	44	44	44	44	45	46	0.00	0.00	120.00	0.00	0.00	5368.52	0.00	0.00	0.00	0.00	92.36	8971.68	100	0	5	0	0	0	0	01/03/2013	28/02/2017	Fee Fix	1st Position	4800	1363	97	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	ILDVACOM SRL	ILDVACOM ABC	P				1	860		27.70	40.12	453.52		1.85	0.18	2.00				451.36				629				10	9	92	92	9	92							0.00	0.00	0.00	0.00	420.36									01/08/2013	31/07/2017	Fee Fix	1st Position	4800	1210	250	22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	PROTECT	1	0	0	0	DANIEL GAVRILA PODINA	OCSI BARNA JR. SRL	DEPOZIT TEPLITA	P	1	0	9147.87	1	854	38.10	30.60	593.18	417.54	2.38	2.04	2.60	1.84	1320.72	1672.61	16748.83	18953.55	0.24	0.06	9	600	-0.62	0	24	49	49	46	46	51	49	0.00	0.00	0.00	120.00	1671.48	14957.35	0.00	0.00	0.00	0.00	587.14	18366.41															22/11/2016
SIGHETU MARMATIEI	6	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	ARTIMA SA	CARREFOUR EXPRESS 67 SIGHETU MARMATIEI	P	1	0	0.00	1	906	34.68	39.08	614.38	597.18	2.17	2.61	2.69	2.63								520	16.81	0	24	47	46	46	34	54	50																											22/11/2016
SIGHETU MARMATIEI	6	Other	A33	GROW	0	1	0	0	DANIEL GAVRILA PODINA	INAD OCTAV SRL	ABC MARIA	P	2	0	4064.13	1	525	17.22	17.12	237.48	227.52	1.08	1.14	1.04	1.00	435.09	872.42	6256.13	10058.93	0.25			361	-0.29	0	56	91	85	90	83	85	83	0.00	0.00	0.00	0.00	302.28	5953.85	0.00	0.00	0.00	0.00	91.66	9967.27															22/11/2016
SIGHETU MARMATIEI	6	Other	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	KAUFLAND ROMANIA SCS	KAUFLAND SIGHETU MARMATIEI BOGDAN VODA	P	1	1	0.00	1	834	26.08	36.00	415.68	474.12	1.63	2.40	1.82	2.09								577	-1.33	0	24	63	38	43	42	42	45																											22/11/2016
SIGHETU MARMATIEI	7	Bat	A33	PROTECT	1	0	0	0	DANIEL GAVRILA PODINA	VENIFE IMPEX SRL	MINIMARKET	P	1	1	1891.60	1	400	8.28	9.56	144.30	176.08	0.52	0.64	0.63	0.78	219.54	441.65	3757.02	7985.38	-0.08			326	10.93	12	56	91	50	93	80	51	81						3757.02	0.00	0.00	0.00	0.00	0.00	7985.38	100	0	3	0	0	0	0	01/10/2013	30/09/2017	Fee Fix	1st Position	8000	1149	311	22/11/2016
SIMLEU SILVANIEI	5	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	SUPERMARKET UNICARM SIMLEU STR.GHE.LAZAR G24	E			30735.61	1	1303	51.80	35.28	661.00	661.76	3.24	2.35	2.90	2.92	1305.44	1639.07	16797.61	29600.76	-0.05			935	-0.03	0	48	94	89	86	84	86	87						16797.61						29600.76															22/11/2016
SOMCUTA MARE	5	Bat	A32	IKA	0	0	0	0	DANIEL GAVRILA PODINA	PROFI ROM FOOD SRL	PROFI 2245 SOMCUTA MARE REPUBLICII 19A	P	1	1	0.00	1	1011	46.28	43.74	774.76	690.18	2.89	2.92	3.40	3.04								606	2.10	0	24	47	47	46	35	53	49													100	0	1	0	0	0	0								22/11/2016
SOMCUTA MARE	6	Bat	A32	GROW	1	0	0	0	DANIEL GAVRILA PODINA	FLOVIPAL SRL	FLOVIPAL	P	1	1	6370.28	1	782	45.26	27.78	597.80	514.04	2.83	1.85	2.62	2.26	1147.78	1451.70	16773.68	23590.75	0.11			678	-2.32	0	56	94	79	94	66	78	68	0.00	0.00	0.00	72.00	1637.76	15063.92	0.00	0.00	0.00	0.00	998.03	22592.72	100	0	3	0	0	0	0	01/03/2016	29/02/2020	Fee Fix	1st Position	8000	267	1193	22/11/2016
STEI	7	Bat	A45	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM STEI ANDREI MURESANU G51	E			6863.73	1	460	10.00	13.00	177.96	207.80	0.63	0.87	0.78	0.92	307.41	611.88	4615.45	9432.91	0.28	2128.27	2	267	-0.03	0	48	90	83	89	78	83	83						4615.45						9432.91															22/11/2016
SUCEAVA	6	Bat	A24	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SUCEAVA 1 DECEMBRIE 1918 G89	E			13798.24	1	998	23.60	22.08	339.12	377.34	1.48	1.47	1.49	1.66	724.04	1038.87	8859.48	17259.58	0.26	1512.56	2	567	-0.03	0	48	90	84	90	83	86	85						8859.48						17259.58															22/11/2016
SUCEAVA	6	Bat	A24	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SUCEAVA MARASESTI G87	E			7747.46	1	617	11.38	14.60	267.70	265.24	0.71	0.97	1.17	1.17	348.69	691.91	7016.24	12169.17	-0.21	1824.47	2	338	-0.03	0	48	91	80	90	84	82	87						7016.24						12169.17															22/11/2016
SUCEAVA	6	Bat	A24	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM SUCEAVA TIPOGRAFIEI G86	E			19037.74	1	693	36.28	24.42	387.58	336.68	2.27	1.63	1.70	1.48	935.32	1141.95	10048.86	15281.27	1.02	2538.41	1	425	-0.03	0	56	91	84	90	84	86	87						10048.86						15281.27															22/11/2016
SUCEAVA	7	Other	A24	MUST WIN	0	0	1	0	DANIEL GAVRILA PODINA	OCTAGON GROUP SRL	OCTAGON METRO SUCEAVA	E			3533.04	1	339	4.70	7.08	33.32	87.76	0.29	0.47	0.15	0.39	121.91	334.36	874.80	4036.19				160	-1.69			30	26	46	46	26	46						874.80						4036.19															22/11/2016
TARGU LAPUS	4	Bat	A32	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	FUNDAMENTAL COM SRL	FUNDAMENTAL	P	1	1	13530.91	1	2016	56.68	29.40	740.00	722.42	3.54	1.96	3.25	3.18	1773.34	1313.57	21594.74	34954.40	0.21			1368	-1.04	0	32	53	51	65	51	52	53	0.00	0.00	0.00	48.00	3011.76	18534.98	0.00	0.00	0.00	0.00	3190.52	31763.88	100	0	3	0	0	0	0	01/05/2016	30/04/2020	Fee Fix	1st Position	1500	206	1254	22/11/2016
TARGU LAPUS	5	Bat	A32	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	CHINA LUCIA CAMELIA INTREPRINDERE INDIVIDUALA	CHINA	P	1	1	25366.97	1	1029	63.80	65.08	1014.56	938.60	3.99	4.34	4.45	4.13	2275.06	3577.84	29943.61	48378.38	0.13	9230.83	83	839	0.38	1	56	94	93	93	90	94	95	0.00	0.00	0.00	48.00	4057.56	25838.05	0.00	0.00	0.00	0.00	6568.80	41809.58	100	0	3	0	0	0	0	01/12/2013	30/11/2017	Fee Fix	1st Position	2400	1088	372	22/11/2016
TARGU LAPUS	5	Bat	A32	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	CONSUMCOOP TG LAPUS CC	MAG. MIXT MARTIN	P	1	1	8773.20	1	1035	32.66	28.92	530.10	544.66	2.04	1.93	2.33	2.40	1068.07	1305.11	14993.32	26515.50	0.10			738	1.06	2	56	96	94	99	98	94	100	0.00	0.00	0.00	0.00	1777.20	13216.12	0.00	0.00	0.00	0.00	2613.92	23901.58															22/11/2016
TARGU LAPUS	5	Bat	A32	MUST WIN	1	1	1	0	DANIEL GAVRILA PODINA	CONSUMCOOP TG LAPUS CC	ALIM 2 TG.LAPUS	P	1	1	1518.65	1	1078	3.40	21.48	242.44	453.00	0.21	1.43	1.06	2.00	87.98	977.46	6165.90	22136.66	-0.76			702	1.06	3	24	80	75	92	91	75	92						6165.90	0.00	0.00	0.00	0.00	2034.84	20101.82															22/11/2016
TARGU LAPUS	6	Bat	A32	GROW	1	0	0	0	DANIEL GAVRILA PODINA	TREI GREIERASI SRL	TREI GREIERASI	P	1	1	1825.34	1	572	7.20	8.60	120.18	124.68	0.45	0.57	0.53	0.55	179.84	395.11	3072.94	5540.61	0.96			379	0.00	2	32	47	47	47	47	72	62	0.00	0.00	60.00	0.00	0.00	3012.94	0.00	0.00	0.00	0.00	0.00	5540.61															22/11/2016
TARGU LAPUS	6	Bat	A32	GROW	1	1	0	0	DANIEL GAVRILA PODINA	BANYAI VIORICA II	TOTH	P	1	1	6119.54	1	666	8.20	13.68	221.96	253.48	0.51	0.91	0.97	1.12	203.69	713.90	6669.21	11239.85	-0.40			431	10.00	13	24	52	38	50	47	45	52	0.00	0.00	1140.00	0.00	0.00	5529.21	0.00	0.00	0.00	0.00	102.42	11137.43															22/11/2016
TARGU LAPUS	7	Bat	A32	IKA	0	0	0	0	DANIEL GAVRILA PODINA	OMV PETROM MARKETING SRL	PETROM 6 TG.LAPUS REBREANU 1310601 R630	P	1	1	0.00	1	367	14.24	11.16	195.12	188.04	0.89	0.74	0.86	0.83								191	-1.04	2	32	46	46	46	46	49	49													100	0	3	0	0	0	0								22/11/2016
TASNAD	6	Bat	A34	MUST WIN	1	0	0	0	DANIEL GAVRILA PODINA	UNICARM SRL	UNICARM TASNAD ZORILOR G13	E			14680.38	1	659	23.00	24.96	330.02	348.20	1.44	1.66	1.45	1.53	573.80	1142.36	8357.01	15504.08	0.14	2231.70	2	412	-0.03	0	48	89	81	62	59	82	62						8357.01						15504.08															22/11/2016
TAUTII-MAGHERAUS	6	Bat	A33	GROW	1	0	0	0	DANIEL GAVRILA PODINA	BILLA SRL	BILLA	P	1	1	5987.90	1	616	25.20	6.72	332.54	197.16	1.58	0.45	1.46	0.87	817.42	310.92	9318.50	8766.67	-0.02			343	0.00	0	40	63	63	46	38	63	49	0.00	0.00	0.00	24.00	833.53	8460.97	0.00	0.00	0.00	0.00	0.00	8766.67	100	0	2	0	0	0	0	24/06/2014	23/06/2018	Fee Fix	1st Position	4000	883	577	22/11/2016
TAUTII-MAGHERAUS	6	Bat	A33	IKA	0	0	0	0	DANIEL GAVRILA PODINA	OMV PETROM MARKETING SRL	PETROM 12 TAUTII-MAGHERAUS DN 58 130801 R632	P	2	1	0.00	1	667	22.82	24.30	455.00	428.88	1.43	1.62	2.00	1.89								360	-1.04	0	24	46	46	47	47	51	50													100	0	3	0	0	0	0								22/11/2016
